,brand,km_driven,fuel,owner,selling_price
3654,Mahindra,60000,Diesel,First Owner,530000
3655,Maruti,35000,Petrol,First Owner,215000
3656,Volkswagen,100000,Diesel,First Owner,335000
3657,Hyundai,90000,Diesel,Second Owner,320000
3658,Ford,120000,Diesel,Second Owner,135000
3659,Maruti,95000,Petrol,Second Owner,175000
3660,Mahindra,35000,Diesel,First Owner,800000
3661,Tata,38000,Petrol,Second Owner,78000
3662,Honda,56000,Petrol,Second Owner,565000
3663,Hyundai,50000,Diesel,First Owner,575000
3664,Hyundai,70000,Petrol,Second Owner,170000
3665,Maruti,30000,Petrol,First Owner,250999
3666,Mahindra,188000,Diesel,First Owner,950000
3667,Honda,60000,Petrol,First Owner,650000
3668,Tata,133000,Diesel,First Owner,550000
3669,Toyota,160000,Diesel,First Owner,650000
3670,Mahindra,150000,Diesel,Second Owner,800000
3671,Maruti,30000,Petrol,First Owner,250999
3672,Maruti,60000,Petrol,Second Owner,170000
3673,Tata,30000,Diesel,First Owner,250000
3674,Chevrolet,80000,Petrol,First Owner,312000
3675,Maruti,20000,Petrol,First Owner,250000
3676,Hyundai,80000,Petrol,First Owner,200000
3677,Mahindra,73000,Diesel,First Owner,670000
3678,Hyundai,50000,Petrol,First Owner,270000
3679,Mahindra,200000,Diesel,First Owner,360000
3680,Maruti,46000,Diesel,First Owner,630000
3681,Maruti,36088,Petrol,First Owner,55599
3682,Mahindra,50000,Diesel,First Owner,400000
3683,Hyundai,50000,Diesel,First Owner,420000
3684,Maruti,25000,Petrol,First Owner,764000
3685,Mahindra,30000,Diesel,First Owner,710000
3686,Tata,30000,Diesel,First Owner,1575000
3687,Force,13000,Diesel,First Owner,1050000
3688,Maruti,15000,Petrol,First Owner,1000000
3689,Maruti,44000,Diesel,First Owner,650000
3690,Ford,63000,Diesel,First Owner,600000
3691,Mahindra,110000,Diesel,First Owner,509999
3692,Hyundai,14000,Petrol,First Owner,610000
3693,Maruti,35000,Petrol,First Owner,310000
3694,Mahindra,35000,Diesel,First Owner,720000
3695,Tata,110000,Diesel,Second Owner,158000
3696,Tata,85700,Diesel,Second Owner,175000
3697,Maruti,120000,Diesel,First Owner,217000
3698,Honda,50000,Diesel,First Owner,484999
3699,Toyota,100000,Diesel,First Owner,315000
3700,Hyundai,35000,Diesel,First Owner,550000
3701,Maruti,70000,Petrol,Second Owner,280000
3702,Ford,90000,Petrol,First Owner,350000
3703,Mahindra,42000,Diesel,Second Owner,1150000
3704,Hyundai,30000,Petrol,Second Owner,420000
3705,Maruti,80000,Petrol,First Owner,810000
3706,Hyundai,90000,Petrol,Third Owner,290000
3707,Chevrolet,60000,Petrol,First Owner,180000
3708,Maruti,162000,Petrol,First Owner,160000
3709,Tata,70000,Petrol,Third Owner,66000
3710,Maruti,20000,Petrol,Second Owner,369000
3711,Tata,80000,Diesel,Second Owner,300000
3712,Mahindra,90000,Diesel,First Owner,350000
3713,Hyundai,120000,Petrol,Second Owner,220000
3714,Chevrolet,220000,Diesel,First Owner,160000
3715,Maruti,100000,Diesel,Second Owner,221000
3716,Tata,35000,Petrol,First Owner,400000
3717,Toyota,120000,Petrol,Second Owner,250000
3718,Mahindra,120000,Diesel,Fourth & Above Owner,390000
3719,Maruti,110000,Petrol,First Owner,190000
3720,Renault,60000,Petrol,First Owner,300000
3721,Hyundai,27000,Diesel,First Owner,750000
3722,Maruti,50000,Diesel,First Owner,650000
3723,Honda,40000,Petrol,First Owner,635000
3724,Hyundai,88000,Diesel,Second Owner,520000
3725,Mahindra,50000,Diesel,First Owner,1500000
3726,Hyundai,80000,Diesel,Second Owner,415000
3727,Hyundai,60000,Diesel,First Owner,700000
3728,Maruti,26000,Petrol,Second Owner,484999
3729,Ford,80000,Petrol,Second Owner,120000
3730,Hyundai,60000,Petrol,Second Owner,220000
3731,Hyundai,80000,Petrol,Second Owner,320000
3732,Maruti,90000,Diesel,Second Owner,375000
3733,Hyundai,80000,Diesel,Second Owner,440000
3734,Hyundai,15000,Petrol,First Owner,550000
3735,Maruti,35000,Diesel,Second Owner,640000
3736,Toyota,120000,Diesel,First Owner,420000
3737,Hyundai,63000,Diesel,Third Owner,330000
3738,Volkswagen,25000,Diesel,First Owner,800000
3739,Maruti,64500,Petrol,First Owner,240000
3740,Mahindra,100000,Diesel,Second Owner,360000
3741,Hyundai,40000,Diesel,First Owner,750000
3742,Hyundai,15000,Petrol,Second Owner,570000
3743,Toyota,25000,Diesel,First Owner,450000
3744,Maruti,82000,Petrol,Third Owner,270000
3745,Maruti,87000,Diesel,First Owner,459999
3746,Maruti,80000,Petrol,Second Owner,240000
3747,Renault,110000,Diesel,Third Owner,320000
3748,Tata,148000,Diesel,Second Owner,149000
3749,Mahindra,40000,Diesel,First Owner,1500000
3750,Hyundai,70000,Petrol,First Owner,180000
3751,Hyundai,70000,LPG,Second Owner,185000
3752,Maruti,40000,Petrol,Second Owner,65000
3753,Tata,120000,Diesel,First Owner,130000
3754,Ford,60000,Diesel,First Owner,330000
3755,Tata,90000,Diesel,First Owner,190000
3756,Maruti,68000,Diesel,First Owner,501000
3757,Honda,24500,Diesel,First Owner,600000
3758,Mahindra,77000,Diesel,Second Owner,570000
3759,Honda,85000,Diesel,First Owner,450000
3760,Toyota,45500,Petrol,First Owner,285000
3761,Maruti,67000,Diesel,First Owner,490000
3762,Maruti,77000,Diesel,First Owner,500000
3763,Hyundai,47000,Petrol,First Owner,275000
3764,Tata,57000,Petrol,First Owner,440000
3765,Hyundai,71500,Diesel,First Owner,825000
3766,Toyota,110000,Diesel,First Owner,411000
3767,Maruti,82000,Diesel,Second Owner,470000
3768,Maruti,70000,Diesel,Second Owner,445000
3769,Maruti,28000,Diesel,First Owner,752000
3770,Skoda,125000,Diesel,Second Owner,650000
3771,Maruti,67000,Diesel,Second Owner,450000
3772,Honda,93500,Petrol,Third Owner,350000
3773,Maruti,8500,Petrol,First Owner,511000
3774,Maruti,80000,Diesel,First Owner,700000
3775,Toyota,30000,Diesel,First Owner,1800000
3776,Ford,14200,Petrol,First Owner,550000
3777,Ford,97000,Petrol,First Owner,142000
3778,Tata,90000,Diesel,First Owner,725000
3779,Hyundai,30000,Petrol,First Owner,630000
3780,Hyundai,50000,Petrol,First Owner,480000
3781,Maruti,30000,Petrol,First Owner,330000
3782,Maruti,20000,Petrol,First Owner,500000
3783,Volkswagen,60300,Diesel,First Owner,300000
3784,Tata,35000,Diesel,First Owner,400000
3785,Tata,80000,Diesel,First Owner,320000
3786,Hyundai,44391,Petrol,Second Owner,180000
3787,Maruti,58000,Diesel,First Owner,530000
3788,Mahindra,40000,Diesel,First Owner,600000
3789,Maruti,66000,Diesel,Second Owner,780000
3790,Honda,110000,Diesel,First Owner,700000
3791,Chevrolet,56315,Diesel,First Owner,175000
3792,Mahindra,70000,Diesel,First Owner,735000
3793,Toyota,120000,Diesel,First Owner,325000
3794,Chevrolet,100000,Diesel,First Owner,225000
3795,Tata,90000,Diesel,Second Owner,350000
3796,Maruti,120000,LPG,Third Owner,110000
3797,Maruti,160000,Petrol,Fourth & Above Owner,85000
3798,Toyota,100000,Petrol,Fourth & Above Owner,150000
3799,Maruti,120000,Diesel,Third Owner,225000
3800,Tata,100000,Diesel,Second Owner,111000
3801,Maruti,70000,Petrol,Third Owner,150000
3802,Hyundai,15151,Petrol,Second Owner,300000
3803,Mahindra,60000,Diesel,First Owner,630000
3804,Hyundai,100000,Petrol,First Owner,206000
3805,Maruti,110000,Petrol,Fourth & Above Owner,70000
3806,Hyundai,7000,Petrol,First Owner,567000
3807,Maruti,35000,Petrol,First Owner,65000
3808,Maruti,60000,Diesel,Second Owner,550000
3809,Hyundai,70000,Petrol,Fourth & Above Owner,140000
3810,Renault,30000,Petrol,First Owner,300000
3811,Ford,70000,Petrol,Second Owner,500000
3812,Hyundai,128000,Petrol,First Owner,400000
3813,Maruti,160000,Diesel,Second Owner,340000
3814,Toyota,120000,Diesel,Second Owner,850000
3815,Maruti,15000,Diesel,First Owner,570000
3816,Maruti,60000,Diesel,First Owner,699000
3817,Honda,80000,Petrol,First Owner,355000
3818,Maruti,80000,Diesel,First Owner,690000
3819,Ford,114321,Diesel,Second Owner,180000
3820,Tata,120000,Diesel,First Owner,200000
3821,Mahindra,120000,Diesel,Second Owner,575000
3822,Toyota,146000,Diesel,First Owner,415000
3823,Hyundai,30000,LPG,First Owner,350000
3824,Hyundai,20000,Petrol,First Owner,350000
3825,Toyota,150000,Diesel,First Owner,632000
3826,Maruti,70000,CNG,Second Owner,325000
3827,Hyundai,90000,Petrol,Second Owner,511000
3828,Honda,100000,Petrol,Third Owner,300000
3829,Maruti,188000,Petrol,Fourth & Above Owner,70000
3830,Hyundai,100000,Petrol,Third Owner,180000
3831,Jaguar,9000,Diesel,First Owner,2711000
3832,Lexus,20000,Petrol,First Owner,5150000
3833,Jaguar,45000,Diesel,First Owner,3200000
3834,Tata,110000,Diesel,First Owner,503000
3835,Volvo,20000,Diesel,First Owner,3800000
3836,Toyota,68089,Petrol,First Owner,2000000
3837,Maruti,58343,Petrol,First Owner,225000
3838,Maruti,38817,Diesel,First Owner,740000
3839,Honda,56494,Petrol,First Owner,550000
3840,Toyota,79328,Diesel,Second Owner,750000
3841,Maruti,5621,Petrol,First Owner,650000
3842,Toyota,25538,Petrol,First Owner,625000
3843,Maruti,69779,Petrol,First Owner,600000
3844,Hyundai,56290,Diesel,First Owner,450000
3845,BMW,7500,Diesel,First Owner,5400000
3846,BMW,8500,Diesel,First Owner,5500000
3847,Honda,7032,Petrol,First Owner,779000
3848,Skoda,11000,Petrol,First Owner,645000
3849,Volvo,2000,Diesel,First Owner,2475000
3850,Hyundai,37333,Petrol,First Owner,730000
3851,Maruti,15000,Diesel,Second Owner,450000
3852,Hyundai,330000,Petrol,Second Owner,550000
3853,Maruti,60000,CNG,First Owner,420000
3854,Toyota,80000,Diesel,Second Owner,509999
3855,Toyota,110000,Diesel,First Owner,905000
3856,Maruti,134000,Diesel,Second Owner,240000
3857,Maruti,72000,Petrol,Second Owner,140000
3858,Toyota,140000,Diesel,Second Owner,300000
3859,Maruti,80000,Petrol,Second Owner,300000
3860,Maruti,120000,Diesel,Second Owner,225000
3861,Toyota,90000,Diesel,Second Owner,860000
3862,Renault,100000,Diesel,Second Owner,400000
3863,Maruti,90000,Petrol,Third Owner,190000
3864,Honda,140000,Diesel,Third Owner,350000
3865,Chevrolet,120000,Petrol,First Owner,75000
3866,Maruti,35000,Diesel,First Owner,860000
3867,Maruti,50000,Petrol,Second Owner,250000
3868,Hyundai,82000,Diesel,First Owner,700000
3869,Maruti,70000,Diesel,Third Owner,399000
3870,Maruti,90000,Petrol,First Owner,320000
3871,Toyota,60000,Diesel,First Owner,2000000
3872,Skoda,79000,Diesel,Second Owner,1100000
3873,Toyota,291000,Diesel,Second Owner,750000
3874,Toyota,250000,Diesel,Second Owner,750000
3875,Mahindra,20000,Diesel,First Owner,530000
3876,Maruti,53000,Diesel,First Owner,750000
3877,Nissan,21500,Petrol,First Owner,560000
3878,Tata,89000,Diesel,First Owner,450000
3879,Maruti,35000,Petrol,Second Owner,459999
3880,Maruti,43000,Petrol,Second Owner,235000
3881,Hyundai,80000,Petrol,Second Owner,180000
3882,Hyundai,80000,Petrol,Second Owner,140000
3883,Hyundai,110000,Diesel,First Owner,620000
3884,Hyundai,100000,Petrol,First Owner,190000
3885,Hyundai,25000,Petrol,First Owner,380000
3886,Ford,20000,Diesel,First Owner,1145000
3887,Tata,70000,Diesel,First Owner,540000
3888,Toyota,197000,Diesel,First Owner,800000
3889,Maruti,100000,Petrol,Second Owner,150000
3890,Maruti,70000,Petrol,First Owner,55000
3891,Mahindra,140000,Diesel,First Owner,919999
3892,Maruti,86000,Petrol,Second Owner,75000
3893,Maruti,50000,Petrol,First Owner,135000
3894,Tata,40300,Petrol,First Owner,340000
3895,Toyota,120000,Diesel,Second Owner,525000
3896,Maruti,25000,Petrol,Second Owner,411000
3897,Maruti,155000,Petrol,Third Owner,150000
3898,Honda,50000,Petrol,First Owner,575000
3899,Hyundai,30030,Petrol,First Owner,595000
3900,Hyundai,29029,Petrol,First Owner,525000
3901,Maruti,72072,Diesel,First Owner,335000
3902,Ford,54000,Diesel,First Owner,300000
3903,Hyundai,82082,Diesel,First Owner,415000
3904,Mahindra,48000,Diesel,Second Owner,925000
3905,Maruti,20000,Petrol,First Owner,750000
3906,Hyundai,49000,Diesel,First Owner,1150000
3907,Datsun,35000,Petrol,Third Owner,260000
3908,Maruti,67000,CNG,First Owner,260000
3909,Maruti,80600,Diesel,First Owner,347000
3910,Hyundai,58609,Petrol,Second Owner,195000
3911,Fiat,33003,Petrol,First Owner,265000
3912,Maruti,43000,CNG,Second Owner,320000
3913,Hyundai,16500,Petrol,First Owner,590000
3914,Toyota,138000,Diesel,Second Owner,650000
3915,Mahindra,165500,Diesel,Second Owner,509999
3916,Maruti,120000,Diesel,Second Owner,350000
3917,Tata,30000,Diesel,First Owner,749000
3918,Tata,70000,Diesel,Second Owner,150000
3919,Hyundai,80000,Petrol,Second Owner,33983
3920,Maruti,170000,Petrol,Third Owner,58000
3921,Mahindra,120000,Diesel,Third Owner,200000
3922,Mahindra,47990,Diesel,Second Owner,210000
3923,Tata,168000,Diesel,Second Owner,240000
3924,Honda,60000,Diesel,Second Owner,515000
3925,Maruti,120000,Petrol,Second Owner,145000
3926,Maruti,5800,Petrol,Second Owner,450000
3927,Maruti,68700,Petrol,Third Owner,179000
3928,Hyundai,108000,Petrol,Third Owner,220000
3929,Tata,40000,Petrol,First Owner,500000
3930,Ford,100000,Diesel,Second Owner,190000
3931,Chevrolet,40000,Diesel,First Owner,200000
3932,Ford,90000,Petrol,First Owner,850000
3933,Volkswagen,60000,Petrol,Second Owner,270000
3934,Hyundai,17000,Petrol,First Owner,335000
3935,Maruti,5000,Petrol,First Owner,459999
3936,Maruti,60000,Diesel,First Owner,710000
3937,Maruti,140000,Diesel,Second Owner,330000
3938,Jeep,15000,Diesel,First Owner,1515000
3939,Tata,25000,Petrol,First Owner,750000
3940,Chevrolet,50000,Petrol,Second Owner,160000
3941,Chevrolet,60000,Diesel,Second Owner,215000
3942,Tata,40000,Petrol,Second Owner,60000
3943,Maruti,72000,Petrol,First Owner,480000
3944,Tata,195000,Diesel,Second Owner,140000
3945,Hyundai,70000,Petrol,First Owner,200000
3946,Nissan,83000,Diesel,First Owner,400000
3947,Hyundai,100000,Petrol,Second Owner,180000
3948,Maruti,25000,Petrol,First Owner,550000
3949,Maruti,50000,Diesel,First Owner,550000
3950,Maruti,67000,Diesel,First Owner,550000
3951,Maruti,30000,Petrol,First Owner,270000
3952,Renault,85000,Diesel,First Owner,315000
3953,Mahindra,25000,Diesel,First Owner,875000
3954,Toyota,170000,Diesel,First Owner,400000
3955,Mahindra,110000,Diesel,First Owner,540000
3956,Maruti,60000,CNG,First Owner,350000
3957,Hyundai,80000,Diesel,Second Owner,360000
3958,Maruti,31000,Petrol,First Owner,300000
3959,Hyundai,100000,Diesel,First Owner,350000
3960,Mahindra,130000,Diesel,First Owner,650000
3961,Maruti,20000,Petrol,First Owner,350000
3962,Ford,60000,Diesel,First Owner,700000
3963,Maruti,102996,Diesel,Second Owner,415000
3964,Mahindra,5000,Diesel,First Owner,1460000
3965,Tata,35000,Diesel,First Owner,830000
3966,Datsun,5000,Petrol,Second Owner,430000
3967,Ford,60000,Diesel,First Owner,850000
3968,Maruti,70000,Petrol,First Owner,650000
3969,Hyundai,120000,Diesel,Second Owner,120000
3970,Mahindra,65100,Diesel,Second Owner,730000
3971,Maruti,20000,Petrol,First Owner,525000
3972,Hyundai,108000,Diesel,First Owner,600000
3973,Maruti,15000,Petrol,First Owner,500000
3974,Hyundai,77000,Petrol,First Owner,150000
3975,Maruti,18500,Petrol,First Owner,409999
3976,Mahindra,120000,Diesel,First Owner,625000
3977,Renault,15200,Petrol,First Owner,290000
3978,Honda,35000,Petrol,First Owner,500000
3979,Hyundai,80000,Diesel,First Owner,475000
3980,Hyundai,70000,Petrol,First Owner,190000
3981,Mahindra,80000,Diesel,Second Owner,750000
3982,Nissan,120000,Diesel,Second Owner,525000
3983,Chevrolet,82000,Diesel,Third Owner,495000
3984,Hyundai,60000,Diesel,First Owner,550000
3985,Mahindra,129000,Diesel,Third Owner,595000
3986,Fiat,67000,Diesel,First Owner,550000
3987,Toyota,120000,Diesel,First Owner,2000000
3988,Tata,120000,Diesel,Fourth & Above Owner,400000
3989,Fiat,96500,Diesel,First Owner,500000
3990,Maruti,52412,Petrol,First Owner,340000
3991,Mahindra,85472,Diesel,First Owner,480000
3992,Ford,87452,Diesel,Second Owner,480000
3993,Ford,17000,Diesel,First Owner,750000
3994,Maruti,66530,Petrol,Second Owner,100000
3995,Hyundai,40000,Petrol,First Owner,290000
3996,Fiat,96500,Diesel,First Owner,425000
3997,Honda,79000,Petrol,First Owner,285000
3998,Mahindra,50000,Diesel,First Owner,625000
3999,Fiat,60000,Diesel,Second Owner,170000
4000,Tata,35000,Petrol,First Owner,459999
4001,Fiat,120000,Diesel,First Owner,450000
4002,Maruti,10000,Petrol,First Owner,650000
4003,Hyundai,15000,Petrol,First Owner,600000
4004,Maruti,70000,CNG,Second Owner,178000
4005,Maruti,5000,Petrol,First Owner,300000
4006,Maruti,40000,Petrol,First Owner,150000
4007,Hyundai,10000,Petrol,First Owner,590000
4008,Hyundai,25000,Petrol,First Owner,310000
4009,Tata,53000,Petrol,First Owner,400000
4010,Mahindra,110000,Diesel,Second Owner,520000
4011,Ashok,200000,Diesel,Second Owner,300000
4012,Mahindra,22000,Petrol,First Owner,1000000
4013,Maruti,70000,Petrol,Fourth & Above Owner,65000
4014,Honda,75000,Diesel,Second Owner,509999
4015,Maruti,70000,Petrol,First Owner,221000
4016,Volkswagen,64000,Petrol,Third Owner,390000
4017,Maruti,60000,Petrol,First Owner,350000
4018,Maruti,40000,Petrol,First Owner,195000
4019,Audi,110000,Diesel,Second Owner,1750000
4020,Mahindra,60000,Diesel,First Owner,600000
4021,Hyundai,72000,Diesel,First Owner,615000
4022,Hyundai,70000,Diesel,Second Owner,350000
4023,Chevrolet,75000,Diesel,First Owner,140000
4024,Hyundai,32331,Diesel,Second Owner,650000
4025,Hyundai,70000,Diesel,First Owner,1100000
4026,Hyundai,80000,Diesel,Second Owner,285000
4027,Chevrolet,20000,Petrol,Second Owner,190000
4028,Nissan,110000,Petrol,First Owner,350000
4029,Hyundai,40000,Petrol,Second Owner,400000
4030,Toyota,40000,Petrol,First Owner,2100000
4031,Hyundai,90000,Petrol,Second Owner,434999
4032,Maruti,50000,Petrol,Second Owner,450000
4033,Daewoo,137000,Petrol,First Owner,45000
4034,Hyundai,60000,Petrol,First Owner,450000
4035,Maruti,30000,Diesel,First Owner,580000
4036,Hyundai,98000,Diesel,First Owner,900000
4037,Maruti,50000,Diesel,First Owner,750000
4038,Tata,120000,Diesel,Third Owner,140000
4039,Hyundai,30000,Petrol,First Owner,525000
4040,Tata,120000,Diesel,Third Owner,114999
4041,Tata,40000,Petrol,First Owner,399000
4042,Hyundai,100000,Petrol,Second Owner,150000
4043,Tata,90000,Diesel,Second Owner,275000
4044,Hyundai,80000,Diesel,Second Owner,340000
4045,Hyundai,120000,LPG,First Owner,222000
4046,Mahindra,200000,Diesel,First Owner,850000
4047,Tata,110000,Diesel,Second Owner,70000
4048,Tata,38000,Petrol,Second Owner,430000
4049,Tata,35000,Petrol,Second Owner,430000
4050,Maruti,70000,Petrol,First Owner,320000
4051,Hyundai,125000,Petrol,Fourth & Above Owner,95000
4052,Renault,120000,Diesel,Second Owner,500000
4053,Renault,110000,Diesel,Second Owner,500000
4054,Tata,140000,Diesel,First Owner,229999
4055,Mahindra,155000,Diesel,Second Owner,600000
4056,Hyundai,120000,Petrol,Second Owner,200000
4057,Renault,80000,Diesel,Second Owner,500000
4058,Mahindra,120000,Diesel,Second Owner,315000
4059,Maruti,80000,Petrol,First Owner,265000
4060,Ford,110000,Diesel,Second Owner,350000
4061,Tata,230000,Diesel,First Owner,200000
4062,Tata,172000,Diesel,Second Owner,114999
4063,Hyundai,25000,Petrol,First Owner,425000
4064,Ford,35000,Diesel,First Owner,900000
4065,Mahindra,126000,Diesel,First Owner,550000
4066,Honda,30000,Diesel,First Owner,900000
4067,Hyundai,97000,Petrol,Third Owner,165000
4068,Hyundai,120000,Diesel,First Owner,850000
4069,Hyundai,120000,Diesel,First Owner,850000
4070,Mahindra,80000,Diesel,Second Owner,550000
4071,Maruti,60000,Diesel,Second Owner,500000
4072,Maruti,15000,Petrol,First Owner,630000
4073,Hyundai,60000,Petrol,First Owner,160000
4074,Honda,60000,Diesel,First Owner,670000
4075,Maruti,90000,Diesel,First Owner,430000
4076,Hyundai,30000,Petrol,First Owner,375000
4077,Hyundai,35000,Petrol,First Owner,650000
4078,Maruti,35000,Diesel,First Owner,500000
4079,Maruti,35000,Diesel,First Owner,500000
4080,Mahindra,25000,Diesel,First Owner,1350000
4081,Volkswagen,40000,Diesel,First Owner,600000
4082,Hyundai,25000,Diesel,First Owner,1200000
4083,BMW,56000,Diesel,First Owner,3750000
4084,Maruti,41779,Petrol,First Owner,795000
4085,Honda,54000,Petrol,First Owner,625000
4086,Mercedes-Benz,31000,Diesel,First Owner,2900000
4087,Maruti,37000,Diesel,First Owner,625000
4088,Chevrolet,90000,Diesel,Second Owner,440000
4089,Toyota,13534,Petrol,First Owner,1400000
4090,Toyota,7000,Petrol,Second Owner,1450000
4091,Mercedes-Benz,23000,Diesel,First Owner,2700000
4092,Hyundai,23456,Petrol,First Owner,550000
4093,Toyota,43000,Diesel,First Owner,1925000
4094,Mahindra,39000,Diesel,First Owner,1225000
4095,Honda,15000,Petrol,First Owner,700000
4096,Maruti,40000,Diesel,First Owner,530000
4097,Kia,5000,Diesel,First Owner,1900000
4098,Maruti,70000,Diesel,First Owner,844999
4099,Skoda,99000,Diesel,First Owner,650000
4100,Maruti,15000,Petrol,First Owner,750000
4101,BMW,28156,Diesel,First Owner,6000000
4102,Honda,30000,Petrol,First Owner,610000
4103,Chevrolet,70000,Petrol,First Owner,150000
4104,Maruti,40000,Petrol,First Owner,475000
4105,Mahindra,136500,Diesel,Fourth & Above Owner,375000
4106,Mahindra,70000,Diesel,Second Owner,425000
4107,Honda,90000,Diesel,Second Owner,800000
4108,Maruti,32000,Petrol,Second Owner,40000
4109,Maruti,8000,Petrol,Second Owner,509999
4110,Toyota,170000,Diesel,First Owner,387000
4111,Maruti,25000,Petrol,First Owner,235000
4112,Tata,120000,Diesel,Fourth & Above Owner,95000
4113,Maruti,110000,Diesel,Third Owner,340000
4114,Mahindra,100000,Diesel,First Owner,1000000
4115,Ford,115000,Diesel,Second Owner,160000
4116,Mahindra,120000,Diesel,Fourth & Above Owner,365000
4117,Skoda,265000,Diesel,Second Owner,300000
4118,Maruti,90000,Diesel,Second Owner,260000
4119,Honda,40000,Petrol,First Owner,860000
4120,Hyundai,55000,Petrol,Second Owner,114999
4121,Maruti,90000,Petrol,Second Owner,100000
4122,Volkswagen,111000,Diesel,First Owner,565000
4123,Mahindra,120000,Diesel,Second Owner,450000
4124,Maruti,15000,Petrol,First Owner,625000
4125,Maruti,30000,Petrol,Second Owner,280000
4126,Maruti,50000,Petrol,First Owner,330000
4127,Hyundai,40000,Diesel,First Owner,1300000
4128,Tata,50000,Petrol,Second Owner,65000
4129,Tata,45000,Petrol,Second Owner,480000
4130,Tata,35000,Diesel,Second Owner,400000
4131,Tata,80000,Diesel,First Owner,500000
4132,Mahindra,120000,Diesel,First Owner,320000
4133,Mahindra,90000,Diesel,Second Owner,750000
4134,Mahindra,100000,Diesel,First Owner,620000
4135,Maruti,120000,Diesel,Third Owner,300000
4136,Hyundai,15000,Petrol,First Owner,1405000
4137,Maruti,15000,Petrol,First Owner,282000
4138,Maruti,15000,Petrol,First Owner,700000
4139,Ford,70000,Diesel,First Owner,700000
4140,Ford,135000,Diesel,First Owner,600000
4141,Skoda,80000,Diesel,Second Owner,290000
4142,Chevrolet,80000,Diesel,Second Owner,430000
4143,Hyundai,19000,Petrol,First Owner,575000
4144,Hyundai,42000,Petrol,First Owner,875000
4145,Maruti,77000,Petrol,First Owner,180000
4146,Maruti,120000,Diesel,First Owner,229999
4147,Toyota,10000,Petrol,First Owner,800000
4148,Chevrolet,110000,Petrol,Third Owner,60000
4149,Maruti,110000,Petrol,First Owner,150000
4150,Tata,90000,Diesel,Third Owner,100000
4151,Hyundai,90000,Petrol,First Owner,900000
4152,Hyundai,50000,Diesel,First Owner,850000
4153,Chevrolet,50000,Diesel,First Owner,220000
4154,Maruti,40000,Petrol,Second Owner,250000
4155,Tata,120000,Diesel,First Owner,125000
4156,Hyundai,27000,Petrol,First Owner,1200000
4157,Tata,100000,Diesel,First Owner,250000
4158,Hyundai,70000,Diesel,Second Owner,440000
4159,Tata,40000,Petrol,First Owner,400000
4160,Maruti,62000,Petrol,First Owner,50000
4161,Hyundai,10000,Petrol,First Owner,1000000
4162,Honda,160000,Diesel,First Owner,600000
4163,Hyundai,60000,Petrol,First Owner,250000
4164,Mahindra,110000,Diesel,First Owner,310000
4165,Maruti,60000,Petrol,Fourth & Above Owner,120000
4166,Mahindra,78000,Diesel,First Owner,390000
4167,Hyundai,30000,Petrol,First Owner,458000
4168,Ford,20000,Diesel,First Owner,950000
4169,Maruti,21000,Petrol,First Owner,650000
4170,Maruti,70000,Diesel,First Owner,400000
4171,Hyundai,70000,Petrol,Second Owner,400000
4172,Maruti,42500,Petrol,First Owner,100000
4173,Hyundai,25000,Petrol,First Owner,350000
4174,Tata,80000,Diesel,Second Owner,450000
4175,Mahindra,90000,Diesel,First Owner,350000
4176,Volkswagen,80000,Diesel,Fourth & Above Owner,250000
4177,Mahindra,146000,Diesel,Second Owner,450000
4178,Maruti,47200,Petrol,Third Owner,157000
4179,Mahindra,60000,Diesel,First Owner,1500000
4180,Mahindra,60000,Diesel,First Owner,1500000
4181,Tata,100000,Petrol,Second Owner,75000
4182,Chevrolet,100000,Diesel,Second Owner,280000
4183,Hyundai,35000,Petrol,First Owner,600000
4184,Tata,120000,Diesel,Fourth & Above Owner,250999
4185,Toyota,80000,Petrol,Second Owner,350000
4186,Renault,34000,Petrol,First Owner,300000
4187,Renault,50000,Diesel,First Owner,819999
4188,Tata,100000,Diesel,Second Owner,409999
4189,Hyundai,52000,Petrol,Second Owner,275000
4190,Maruti,110000,Diesel,First Owner,497000
4191,Hyundai,70000,Petrol,First Owner,500000
4192,Mahindra,120000,Diesel,Second Owner,170000
4193,Ford,68609,Diesel,First Owner,515000
4194,Ford,33360,Diesel,First Owner,925000
4195,Mahindra,5000,Diesel,First Owner,1460000
4196,Isuzu,10000,Diesel,First Owner,2700000
4197,Tata,35000,Diesel,First Owner,830000
4198,Ford,30000,Diesel,First Owner,975000
4199,Ford,15000,Petrol,First Owner,620000
4200,Nissan,14317,Petrol,First Owner,860000
4201,Datsun,5000,Petrol,Second Owner,430000
4202,Honda,5000,Petrol,First Owner,1227000
4203,Honda,28000,Petrol,First Owner,860000
4204,Ford,40000,Diesel,First Owner,950000
4205,Ford,87237,Diesel,Second Owner,225000
4206,Chevrolet,99500,Diesel,Third Owner,500000
4207,Ford,62960,Diesel,First Owner,500000
4208,MG,16500,Petrol,First Owner,1700000
4209,Maruti,110000,Diesel,First Owner,545000
4210,Maruti,72000,Diesel,First Owner,400000
4211,Maruti,50000,Diesel,First Owner,650000
4212,Hyundai,55000,Petrol,Second Owner,114999
4213,Maruti,60000,Diesel,First Owner,562000
4214,Tata,120000,Diesel,First Owner,96000
4215,Jaguar,9000,Diesel,First Owner,2711000
4216,Lexus,20000,Petrol,First Owner,5150000
4217,Jaguar,45000,Diesel,First Owner,3200000
